day	guide	inner_buffer	response	response_kind	target_cell_type	block_size	sample_1_patches	sample_2_patches	effect	ci_low	ci_high	permutation_p	replicate_direction_consistency	sample_effect_min	sample_effect_max	spatial_blocks	global_fdr
7	sgZc3h12a	40.0	cytotoxicity	state	T+NK	400.0	84	30	0.02189777962911617	-0.03381809196583445	0.08936026389022139	0.505	1.0	0.0026020833756774664	0.04119347588255488	109	0.7585454545454545
7	sgZc3h12a	40.0	exhaustion	state	T+NK	400.0	84	30	-0.009489750086153248	-0.02993293906168627	0.010249102257033068	0.388	1.0	-0.010603664792142808	-0.008375835380163687	109	0.7522666666666668
7	sgZc3h12a	40.0	fraction_DC	composition	DC	400.0	86	30	0.007692826025162185	-0.0017726605865797727	0.017822182651405373	0.131	1.0	0.006511530994334585	0.008874121055989784	111	0.5067999999999999
7	sgZc3h12a	40.0	fraction_Endothelial	composition	Endothelial	400.0	86	30	0.000207070535844152	-0.0051239139941606105	0.005912319800172071	0.933	0.5	-0.001850573972147667	0.002264715043835971	111	0.933
7	sgZc3h12a	40.0	fraction_Fibroblast	composition	Fibroblast	400.0	86	30	0.0012164429314547144	-0.011379283145965754	0.01540167534026989	0.884	0.5	-0.0043994087770855275	0.006832294639994956	111	0.9167407407407407
7	sgZc3h12a	40.0	fraction_Macrophages	composition	Macrophages	400.0	86	30	-0.004953156854463536	-0.03115400366552655	0.01879447882540647	0.693	0.5	-0.011337831728925685	0.0014315180199986131	111	0.77616
7	sgZc3h12a	40.0	fraction_Malignant	composition	Malignant	400.0	86	30	0.012631702406542348	-0.004346011887366422	0.029273076930569075	0.163	1.0	0.009009496755321065	0.01625390805776363	111	0.5067999999999999
7	sgZc3h12a	40.0	fraction_NK	composition	NK	400.0	86	30	0.006126030709942496	5.75290431366897e-05	0.012591689879826345	0.078	1.0	0.005782174249231951	0.00646988717065304	111	0.5067999999999999
7	sgZc3h12a	40.0	fraction_T	composition	T	400.0	86	30	-0.01139256265384209	-0.023945136425023553	0.0027674531124761304	0.099	1.0	-0.012068438695598156	-0.010716686612086024	111	0.5067999999999999
7	sgZc3h12a	40.0	hypoxia	state	Malignant	400.0	86	30	-0.01816337108275249	-0.0701136683576597	0.03604667057268337	0.522	1.0	-0.035346544122901453	-0.0009801980426035275	111	0.7585454545454545
7	sgZc3h12a	40.0	ifn_response	state	Malignant	400.0	86	30	0.013213706888176996	-0.021076891408478127	0.04565514526425886	0.47	0.5	-0.011116100603650356	0.03754351438000435	111	0.7585454545454545
7	sgZc3h12a	40.0	macrophage_inflammatory	state	Macrophages	400.0	86	30	0.015476901978301314	-0.013146123383438983	0.04417326826271479	0.344	1.0	0.009332542875554503	0.021621261081048126	111	0.7409230769230769
7	sgZc3h12a	40.0	macrophage_spp1_trem2	state	Macrophages	400.0	86	30	-0.01986446175677271	-0.06404679055099319	0.023063024733672947	0.403	1.0	-0.026862985358156007	-0.012865938155389414	111	0.7522666666666668
7	sgZc3h12a	40.0	tgfb_ecm	state	Fibroblast	400.0	73	28	0.010713213775756854	-0.08928339449034917	0.10847580413050625	0.827	0.5	-0.010179130567444695	0.031605558118958405	96	0.8906153846153846
7	sgZc3h12a	60.0	cytotoxicity	state	T+NK	400.0	77	30	-0.02736960592370412	-0.1042403448582044	0.051203029835926624	0.485	1.0	-0.03554150770450461	-0.01919770414290363	102	
7	sgZc3h12a	60.0	exhaustion	state	T+NK	400.0	77	30	-0.012220966409061264	-0.045084943418249944	0.015395894031760506	0.433	0.5	-0.03682699690348115	0.012385064085358626	102	
7	sgZc3h12a	60.0	fraction_DC	composition	DC	400.0	86	30	0.007126415308976488	-0.003370745517260643	0.019180958910455934	0.247	1.0	0.0015824449620414078	0.01267038565591157	111	
7	sgZc3h12a	60.0	fraction_Endothelial	composition	Endothelial	400.0	86	30	-7.874752544763435e-05	-0.006039972320295903	0.007108587011675367	0.99	0.5	-0.0007344683661546647	0.000576973315259396	111	
7	sgZc3h12a	60.0	fraction_Fibroblast	composition	Fibroblast	400.0	86	30	0.00974792468906009	-0.006571043148356418	0.02690475985589245	0.269	0.5	-0.0033898301219746976	0.022885679500094878	111	
7	sgZc3h12a	60.0	fraction_Macrophages	composition	Macrophages	400.0	86	30	-0.019024005012532208	-0.04708907407834814	0.011143061684954816	0.235	0.5	-0.04010442152092382	0.0020564114958594036	111	
7	sgZc3h12a	60.0	fraction_Malignant	composition	Malignant	400.0	86	30	0.010082715517645119	-0.010339518039080028	0.027898536901584156	0.325	1.0	0.006788876490088836	0.013376554545201402	111	
7	sgZc3h12a	60.0	fraction_NK	composition	NK	400.0	86	30	0.00702017518136539	-0.0005545707104672231	0.014644205354599428	0.128	1.0	0.0070121831017453395	0.00702816726098544	111	
7	sgZc3h12a	60.0	fraction_T	composition	T	400.0	86	30	-0.013154111553645716	-0.02772755131245645	0.0020639635459518183	0.103	1.0	-0.018440284240402345	-0.007867938866889084	111	
7	sgZc3h12a	60.0	hypoxia	state	Malignant	400.0	82	30	0.0438402488108833	-0.019784747656493646	0.10219007831813716	0.164	1.0	0.007398676255653645	0.08028182136611296	107	
7	sgZc3h12a	60.0	ifn_response	state	Malignant	400.0	82	30	0.017889815875082864	-0.01794708971291118	0.0587572916786151	0.366	0.5	-0.030865805480500746	0.06664543723066647	107	
7	sgZc3h12a	60.0	macrophage_inflammatory	state	Macrophages	400.0	86	30	0.055632597740185016	0.016475612445537836	0.09231224095273005	0.006	0.5	-0.011164761330114632	0.12242995681048467	111	
7	sgZc3h12a	60.0	macrophage_spp1_trem2	state	Macrophages	400.0	86	30	-0.04653294917424754	-0.10605185323557757	0.013857640326923876	0.139	1.0	-0.05876802755840894	-0.034297870790086143	111	
7	sgZc3h12a	60.0	tgfb_ecm	state	Fibroblast	400.0	58	24	-0.00712881351824806	-0.15554948335992017	0.13189325810774513	0.918	0.5	-0.06941787477420724	0.055160247737711124	78	
7	sgGata3	20.0	cytotoxicity	state	T+NK	800.0	31	27	0.0310423888409367	-0.03694245461911823	0.10930102680344128	0.427	0.5	-0.038657636195421216	0.10074241387729461	56	
7	sgGata3	20.0	exhaustion	state	T+NK	800.0	31	27	-0.019462622228699426	-0.04468499707781936	0.004602344379796144	0.134	1.0	-0.0338679612458994	-0.005057283211499453	56	
7	sgGata3	20.0	fraction_DC	composition	DC	800.0	31	27	-0.004989307408070754	-0.014869874917977137	0.004299059960476648	0.312	1.0	-0.007386744425374867	-0.0025918703907666426	56	
7	sgGata3	20.0	fraction_Endothelial	composition	Endothelial	800.0	31	27	0.0074464327738129905	0.0003417004089734199	0.015180448154084175	0.048	1.0	0.0041262706210236965	0.010766594926602284	56	
7	sgGata3	20.0	fraction_Fibroblast	composition	Fibroblast	800.0	31	27	0.00533708507872334	-0.010113815848282465	0.021352144738555734	0.502	0.5	-0.001942051821426313	0.012616221978872992	56	
7	sgGata3	20.0	fraction_Macrophages	composition	Macrophages	800.0	31	27	-0.008509569798477005	-0.039300543926768745	0.027975338954510237	0.583	0.5	-0.017692384604368623	0.0006732450074146135	56	
7	sgGata3	20.0	fraction_Malignant	composition	Malignant	800.0	31	27	0.003436229650357468	-0.014070145086427188	0.02003996468034633	0.699	0.5	-0.0040291147295038994	0.010901574030218835	56	
7	sgGata3	20.0	fraction_NK	composition	NK	800.0	31	27	0.003906268024493176	-0.0025046987363459778	0.010724090281841958	0.247	1.0	0.003336729984391231	0.0044758060645951215	56	
7	sgGata3	20.0	fraction_T	composition	T	800.0	31	27	-0.011696697425238064	-0.03266572000217115	0.009573880632968185	0.296	1.0	-0.016241719297452082	-0.007151675553024047	56	
7	sgGata3	20.0	hypoxia	state	Malignant	800.0	31	27	-0.0184753179956132	-0.06606365321442867	0.030749017980952673	0.485	1.0	-0.03522143804778655	-0.0017291979434398504	56	
7	sgGata3	20.0	ifn_response	state	Malignant	800.0	31	27	0.020954542358716327	-0.030256937402778135	0.07831482780345071	0.461	1.0	0.012630665674805641	0.029278419042627016	56	
7	sgGata3	20.0	macrophage_inflammatory	state	Macrophages	800.0	31	27	-0.01125624247540075	-0.039723264605720315	0.019933900987484657	0.494	0.5	-0.024005497805774212	0.001493012854972711	56	
7	sgGata3	20.0	macrophage_spp1_trem2	state	Macrophages	800.0	31	27	-0.02603791292088154	-0.08930506978494425	0.03364886228472757	0.388	1.0	-0.032951466452616915	-0.01912435938914617	56	
7	sgGata3	20.0	tgfb_ecm	state	Fibroblast	800.0	28	25	-0.05478090979158878	-0.17942458497299985	0.05789651371952559	0.423	0.5	-0.20670052617788315	0.09713870659470558	51	
7	sgGata3	40.0	cytotoxicity	state	T+NK	800.0	31	27	0.0550703244522596	-0.02069422767187158	0.12499269526642864	0.18	1.0	0.005240063990155855	0.10490058491436335	56	
7	sgGata3	40.0	exhaustion	state	T+NK	800.0	31	27	-0.02253726354430024	-0.049203238851489285	0.0044304866146278295	0.113	1.0	-0.043953828342879815	-0.0011206987457206617	56	
7	sgGata3	40.0	fraction_DC	composition	DC	800.0	31	27	-0.002516131473729901	-0.01477871539691974	0.009208730699571321	0.684	0.5	-0.00592726209007432	0.0008949991426145186	56	
7	sgGata3	40.0	fraction_Endothelial	composition	Endothelial	800.0	31	27	0.005277835038354789	-0.001389580622249046	0.012931442948109767	0.163	1.0	0.00018029995993675704	0.01037537011677282	56	
7	sgGata3	40.0	fraction_Fibroblast	composition	Fibroblast	800.0	31	27	0.009970460377510273	-0.007575002419565324	0.028933222823140998	0.292	1.0	0.00906999473655979	0.010870926018460755	56	
7	sgGata3	40.0	fraction_Macrophages	composition	Macrophages	800.0	31	27	-0.009116809883143125	-0.04295796150233303	0.022419999014470636	0.615	0.5	-0.019614749493213488	0.00138112972692724	56	
7	sgGata3	40.0	fraction_Malignant	composition	Malignant	800.0	31	27	0.004780555759863717	-0.01487753093955433	0.02327671776620126	0.651	0.5	-0.010176006486860774	0.019737118006588207	56	
7	sgGata3	40.0	fraction_NK	composition	NK	800.0	31	27	0.006307122198603164	-0.0006590695415792533	0.013184749860638842	0.098	1.0	0.0037480534189704797	0.00886619097823585	56	
7	sgGata3	40.0	fraction_T	composition	T	800.0	31	27	-0.014178059205582733	-0.03428818390054068	0.00771995618296097	0.222	0.5	-0.029101872528826907	0.0007457541176614411	56	
7	sgGata3	40.0	hypoxia	state	Malignant	800.0	31	27	-0.02281463080061934	-0.0773094777479314	0.029892670537154067	0.461	1.0	-0.026309459221859774	-0.019319802379378907	56	
7	sgGata3	40.0	ifn_response	state	Malignant	800.0	31	27	0.03313145702227186	-0.0180416421035233	0.08583022048201364	0.248	1.0	0.02552829861927491	0.04073461542526881	56	
7	sgGata3	40.0	macrophage_inflammatory	state	Macrophages	800.0	31	27	-0.008055479739768764	-0.04352245139617783	0.028773368723206925	0.66	0.5	-0.02447561373313268	0.008364654253595151	56	
7	sgGata3	40.0	macrophage_spp1_trem2	state	Macrophages	800.0	31	27	0.01636042207097396	-0.04803463735808738	0.08614190677992799	0.635	0.5	-0.005505135903755824	0.03822598004570374	56	
7	sgGata3	40.0	tgfb_ecm	state	Fibroblast	800.0	28	24	-0.10549293183114218	-0.24389501524918175	0.027285407475329287	0.166	0.5	-0.2652767673134804	0.05429090365119602	50	
7	sgGata3	60.0	cytotoxicity	state	T+NK	800.0	29	26	0.09468059716573285	-0.018220362587725688	0.2145615477482998	0.136	1.0	0.05794250682510178	0.13141868750636393	55	
7	sgGata3	60.0	exhaustion	state	T+NK	800.0	29	26	-0.02230255744995584	-0.050629125264953743	0.009423883017881293	0.171	1.0	-0.025802436141440503	-0.018802678758471178	55	
7	sgGata3	60.0	fraction_DC	composition	DC	800.0	31	27	-0.0020602731231347095	-0.01227595334751472	0.008116396819466154	0.742	0.5	-0.00450955955141786	0.0003890133051484407	56	
7	sgGata3	60.0	fraction_Endothelial	composition	Endothelial	800.0	31	27	0.003955597795064913	-0.004624560027128939	0.012068806862588143	0.403	1.0	0.0032909132679184833	0.004620282322211343	56	
7	sgGata3	60.0	fraction_Fibroblast	composition	Fibroblast	800.0	31	27	0.017630257083359604	-0.0019061733201311908	0.03761949780944424	0.119	1.0	0.011115656321695052	0.024144857845024157	56	
7	sgGata3	60.0	fraction_Macrophages	composition	Macrophages	800.0	31	27	-0.008338796440655999	-0.05121071579814929	0.03499614224640275	0.664	0.5	-0.019882209629094674	0.0032046167477826773	56	
7	sgGata3	60.0	fraction_Malignant	composition	Malignant	800.0	31	27	-0.012828339447715704	-0.03873434815811089	0.015167143351994226	0.352	0.5	-0.033776891206166546	0.008120212310735137	56	
7	sgGata3	60.0	fraction_NK	composition	NK	800.0	31	27	0.007788801607914153	-0.0034381493817989095	0.019364587290232157	0.163	1.0	0.004668080588997649	0.010909522626830656	56	
7	sgGata3	60.0	fraction_T	composition	T	800.0	31	27	-0.012118293264237847	-0.03651438334206449	0.011741898525226089	0.354	0.5	-0.025135680075792352	0.000899093547316659	56	
7	sgGata3	60.0	hypoxia	state	Malignant	800.0	30	26	0.04167175321358031	-0.028101437068865472	0.10199684668046513	0.231	0.5	-0.002005660980939865	0.08534916740810049	54	
7	sgGata3	60.0	ifn_response	state	Malignant	800.0	30	26	0.01839269052420197	-0.030583644763084835	0.07311587309975433	0.509	0.5	-0.008016939237713815	0.044802320286117754	54	
7	sgGata3	60.0	macrophage_inflammatory	state	Macrophages	800.0	31	27	0.023804485608035556	-0.016781621136260815	0.06819703840316298	0.315	0.5	-0.040522596426308156	0.08813156764237927	56	
7	sgGata3	60.0	macrophage_spp1_trem2	state	Macrophages	800.0	31	27	0.06541715910037359	-0.029170943583624483	0.16799498474511962	0.192	1.0	0.05803471381465594	0.07279960438609123	56	
7	sgGata3	60.0	tgfb_ecm	state	Fibroblast	800.0	17	20	-0.08753453768305365	-0.27629704924254184	0.0900999518073864	0.421	0.5	-0.18062572268878713	0.005556647322679821	36	
7	sgZc3h12a	20.0	cytotoxicity	state	T+NK	800.0	86	30	0.012747681892024548	-0.04184156049182348	0.06890565054884858	0.702	0.5	-0.03106115505032174	0.056556518834370836	100	
7	sgZc3h12a	20.0	exhaustion	state	T+NK	800.0	86	30	-0.007128046090651384	-0.026929534005249025	0.016437421846136138	0.527	1.0	-0.007759195895722279	-0.006496896285580488	100	
7	sgZc3h12a	20.0	fraction_DC	composition	DC	800.0	86	30	0.0035153634594642727	-0.004320931468059292	0.012350392684231035	0.46	1.0	0.0031789518011740613	0.003851775117754484	100	
7	sgZc3h12a	20.0	fraction_Endothelial	composition	Endothelial	800.0	86	30	0.004197125164765278	-0.001603510632363174	0.010715137959778012	0.167	1.0	0.0008911668131303209	0.007503083516400235	100	
7	sgZc3h12a	20.0	fraction_Fibroblast	composition	Fibroblast	800.0	86	30	-0.004537276702814489	-0.019635840564269914	0.009204957453976103	0.543	1.0	-0.008973677737366898	-0.00010087566826207949	100	
7	sgZc3h12a	20.0	fraction_Macrophages	composition	Macrophages	800.0	86	30	-0.012104794347049658	-0.036434903396351026	0.011194141389738574	0.321	1.0	-0.015762681688723787	-0.00844690700537553	100	
7	sgZc3h12a	20.0	fraction_Malignant	composition	Malignant	800.0	86	30	0.01510073432696567	-0.0016384859256501605	0.03262948469891002	0.07	1.0	0.010403797967379523	0.019797670686551815	100	
7	sgZc3h12a	20.0	fraction_NK	composition	NK	800.0	86	30	0.005555225575274572	0.0001463448466075124	0.010856122851930059	0.058	1.0	0.004681203258863102	0.006429247891686043	100	
7	sgZc3h12a	20.0	fraction_T	composition	T	800.0	86	30	-0.005582304349172783	-0.01992448496730312	0.009383574245317607	0.439	1.0	-0.00960573051439673	-0.001558878183948836	100	
7	sgZc3h12a	20.0	hypoxia	state	Malignant	800.0	86	30	-0.020789287092095744	-0.07006617693197593	0.023243668860598053	0.377	0.5	-0.04414460851668237	0.0025660343324908842	100	
7	sgZc3h12a	20.0	ifn_response	state	Malignant	800.0	86	30	-0.003772895993265999	-0.03475528699904971	0.02591586452560288	0.824	0.5	-0.028471754075816043	0.020925962089284045	100	
7	sgZc3h12a	20.0	macrophage_inflammatory	state	Macrophages	800.0	86	30	0.002195192125886652	-0.026328541679513217	0.029462687156585253	0.861	0.5	-0.006601171621766228	0.010991555873539532	100	
7	sgZc3h12a	20.0	macrophage_spp1_trem2	state	Macrophages	800.0	86	30	-0.04112820324700323	-0.08143464526031179	0.004294691278069319	0.09	1.0	-0.05511528597428249	-0.027141120519723977	100	
7	sgZc3h12a	20.0	tgfb_ecm	state	Fibroblast	800.0	75	28	0.017674679588048886	-0.06829727671782558	0.11268145173453749	0.75	0.5	-0.02554942671305094	0.06089878588914871	90	
7	sgZc3h12a	40.0	cytotoxicity	state	T+NK	800.0	84	30	0.025087255725180703	-0.03474787874226896	0.08355583242846164	0.409	1.0	0.0028346562585620963	0.04733985519179931	98	
7	sgZc3h12a	40.0	exhaustion	state	T+NK	800.0	84	30	-0.009965294460879449	-0.032353976528042366	0.011839661988070032	0.419	1.0	-0.010196134376411255	-0.00973445454534764	98	
7	sgZc3h12a	40.0	fraction_DC	composition	DC	800.0	86	30	0.005139671551467101	-0.004403026089731207	0.015565065307924128	0.332	1.0	0.0021567015119257306	0.008122641591008473	100	
7	sgZc3h12a	40.0	fraction_Endothelial	composition	Endothelial	800.0	86	30	0.0014915109764153387	-0.003877621397705215	0.006990931505301484	0.586	0.5	-0.0007060827495907434	0.003689104702421421	100	
7	sgZc3h12a	40.0	fraction_Fibroblast	composition	Fibroblast	800.0	86	30	-0.0017283266833494333	-0.016507625787145905	0.013410598272399142	0.831	0.5	-0.006196557169651042	0.002739903802952175	100	
7	sgZc3h12a	40.0	fraction_Macrophages	composition	Macrophages	800.0	86	30	-0.004934610468583201	-0.030121453277242832	0.022521143235506753	0.714	0.5	-0.0107984501083595	0.0009292291711930977	100	
7	sgZc3h12a	40.0	fraction_Malignant	composition	Malignant	800.0	86	30	0.013697823503544123	-0.0033560686698159807	0.03279429897160819	0.147	1.0	0.008994832347039856	0.01840081466004839	100	
7	sgZc3h12a	40.0	fraction_NK	composition	NK	800.0	86	30	0.006361466989820513	-4.27816983834634e-05	0.013551753123501186	0.065	1.0	0.006289635252073404	0.006433298727567622	100	
7	sgZc3h12a	40.0	fraction_T	composition	T	800.0	86	30	-0.011056701935593669	-0.024239325873083455	0.003304403343740819	0.129	1.0	-0.011720023756993726	-0.010393380114193612	100	
7	sgZc3h12a	40.0	hypoxia	state	Malignant	800.0	86	30	-0.008876524134058239	-0.058526466640023214	0.040789663479650524	0.738	1.0	-0.013906872084548879	-0.0038461761835675975	100	
7	sgZc3h12a	40.0	ifn_response	state	Malignant	800.0	86	30	0.007669682325362869	-0.02705164552664311	0.04238158261805366	0.685	0.5	-0.02146674771434986	0.0368061123650756	100	
7	sgZc3h12a	40.0	macrophage_inflammatory	state	Macrophages	800.0	86	30	0.01830787071514467	-0.010451442182628947	0.045199490137384446	0.239	1.0	0.015679260115936264	0.02093648131435307	100	
7	sgZc3h12a	40.0	macrophage_spp1_trem2	state	Macrophages	800.0	86	30	-0.01451840419748221	-0.0615953123043998	0.03262286516256908	0.556	1.0	-0.020180979027197912	-0.008855829367766509	100	
7	sgZc3h12a	40.0	tgfb_ecm	state	Fibroblast	800.0	73	28	0.00877261909542891	-0.09604416432495785	0.11179538311899964	0.865	0.5	-0.021681455969810484	0.039226694160668305	88	
7	sgZc3h12a	60.0	cytotoxicity	state	T+NK	800.0	77	30	-0.020825363580997173	-0.09910422795022336	0.05456154154255405	0.612	1.0	-0.027517252816603735	-0.014133474345390614	91	
7	sgZc3h12a	60.0	exhaustion	state	T+NK	800.0	77	30	-0.01221183266562338	-0.043017892251686694	0.016500878067006567	0.463	0.5	-0.039448399598208755	0.015024734266961996	91	
7	sgZc3h12a	60.0	fraction_DC	composition	DC	800.0	86	30	0.004373396627496509	-0.008887505347165281	0.017335298441411996	0.503	1.0	0.0005866564633162184	0.008160136791676799	100	
7	sgZc3h12a	60.0	fraction_Endothelial	composition	Endothelial	800.0	86	30	0.0012424361612824021	-0.00575460213107969	0.008555607927441936	0.729	1.0	0.0011395929902845432	0.001345279332280261	100	
7	sgZc3h12a	60.0	fraction_Fibroblast	composition	Fibroblast	800.0	86	30	0.006687970756503882	-0.008077637872159165	0.023282065855802968	0.404	0.5	-0.00540383655350288	0.018779778066510645	100	
7	sgZc3h12a	60.0	fraction_Macrophages	composition	Macrophages	800.0	86	30	-0.013554131970641304	-0.042565830340309925	0.014231933696375003	0.404	0.5	-0.03414512082345127	0.0070368568821686595	100	
7	sgZc3h12a	60.0	fraction_Malignant	composition	Malignant	800.0	86	30	0.009681070451049446	-0.008471832416764117	0.029545406119572928	0.338	1.0	0.003174273520787261	0.01618786738131163	100	
7	sgZc3h12a	60.0	fraction_NK	composition	NK	800.0	86	30	0.00629693422558558	-0.0018231021395447035	0.015353587865801786	0.197	1.0	0.005794721599265014	0.006799146851906145	100	
7	sgZc3h12a	60.0	fraction_T	composition	T	800.0	86	30	-0.013613664769494624	-0.028090304355518944	0.000966666046330819	0.092	1.0	-0.020707422875971788	-0.006519906663017459	100	
7	sgZc3h12a	60.0	hypoxia	state	Malignant	800.0	82	30	0.05819682562192341	-0.005875352185289148	0.11400716369271201	0.087	1.0	0.04281993317776001	0.0735737180660868	97	
7	sgZc3h12a	60.0	ifn_response	state	Malignant	800.0	82	30	0.017314350981004308	-0.023368149221791194	0.05294087461660285	0.402	0.5	-0.036207133832459264	0.07083583579446788	97	
7	sgZc3h12a	60.0	macrophage_inflammatory	state	Macrophages	800.0	86	30	0.06201723934358086	0.025094594816924623	0.10137987103131808	0.004	0.5	-0.004606679744749992	0.1286411584319117	100	
7	sgZc3h12a	60.0	macrophage_spp1_trem2	state	Macrophages	800.0	86	30	-0.0340319545875024	-0.09086267935758817	0.027306657790336072	0.312	1.0	-0.03404441202344658	-0.03401949715155821	100	
7	sgZc3h12a	60.0	tgfb_ecm	state	Fibroblast	800.0	58	24	-0.00976783707111823	-0.15523384835972798	0.1369034483504458	0.917	0.5	-0.08222109717982155	0.06268542303758509	72	
