barcode	sample	clone_id	target_gene	x_um	y_um
s_008um_00414_00114-1	lm994	lm994_MC0006	Ccn1	912.0	3312.0
s_008um_00391_00144-1	lm994	lm994_MC0005	Ccn1	1152.0	3128.0
s_008um_00400_00122-1	lm994	lm994_MC0005	Ccn1	976.0	3200.0
s_008um_00403_00131-1	lm994	lm994_MC0005	Ccn1	1048.0	3224.0
s_008um_00400_00124-1	lm994	lm994_MC0005	Ccn1	992.0	3200.0
s_008um_00410_00119-1	lm994	lm994_MC0005	Ccn1	952.0	3280.0
s_008um_00418_00124-1	lm994	lm994_MC0006	Ccn1	992.0	3344.0
s_008um_00379_00125-1	lm994	lm994_MC0008	Ccn1	1000.0	3032.0
s_008um_00416_00144-1	lm994	lm994_MC0004	Ccn1	1152.0	3328.0
s_008um_00385_00115-1	lm994	lm994_MC0008	Ccn1	920.0	3080.0
s_008um_00388_00136-1	lm994	lm994_MC0005	Ccn1	1088.0	3104.0
s_008um_00391_00119-1	lm994	lm994_MC0008	Ccn1	952.0	3128.0
s_008um_00387_00121-1	lm994	lm994_MC0008	Ccn1	968.0	3096.0
s_008um_00412_00111-1	lm994	lm994_MC0006	Ccn1	888.0	3296.0
s_008um_00400_00119-1	lm994	lm994_MC0005	Ccn1	952.0	3200.0
s_008um_00418_00116-1	lm994	lm994_MC0006	Ccn1	928.0	3344.0
s_008um_00411_00116-1	lm994	lm994_MC0006	Ccn1	928.0	3288.0
s_008um_00403_00135-1	lm994	lm994_MC0005	Ccn1	1080.0	3224.0
s_008um_00405_00109-1	lm994	lm994_MC0005	Ccn1	872.0	3240.0
s_008um_00412_00124-1	lm994	lm994_MC0006	Ccn1	992.0	3296.0
s_008um_00417_00141-1	lm994	lm994_MC0004	Ccn1	1128.0	3336.0
s_008um_00412_00119-1	lm994	lm994_MC0006	Ccn1	952.0	3296.0
s_008um_00421_00143-1	lm994	lm994_MC0004	Ccn1	1144.0	3368.0
s_008um_00416_00143-1	lm994	lm994_MC0004	Ccn1	1144.0	3328.0
s_008um_00391_00112-1	lm994	lm994_MC0008	Ccn1	896.0	3128.0
s_008um_00393_00122-1	lm994	lm994_MC0005	Ccn1	976.0	3144.0
s_008um_00413_00119-1	lm994	lm994_MC0006	Ccn1	952.0	3304.0
s_008um_00406_00110-1	lm994	lm994_MC0005	Ccn1	880.0	3248.0
s_008um_00418_00115-1	lm994	lm994_MC0006	Ccn1	920.0	3344.0
s_008um_00407_00120-1	lm994	lm994_MC0005	Ccn1	960.0	3256.0
s_008um_00412_00114-1	lm994	lm994_MC0006	Ccn1	912.0	3296.0
s_008um_00401_00128-1	lm994	lm994_MC0005	Ccn1	1024.0	3208.0
s_008um_00401_00112-1	lm994	lm994_MC0005	Ccn1	896.0	3208.0
s_008um_00414_00120-1	lm994	lm994_MC0006	Ccn1	960.0	3312.0
s_008um_00402_00114-1	lm994	lm994_MC0005	Ccn1	912.0	3216.0
s_008um_00385_00122-1	lm994	lm994_MC0008	Ccn1	976.0	3080.0
s_008um_00396_00120-1	lm994	lm994_MC0005	Ccn1	960.0	3168.0
s_008um_00405_00140-1	lm994	lm994_MC0005	Ccn1	1120.0	3240.0
s_008um_00412_00122-1	lm994	lm994_MC0006	Ccn1	976.0	3296.0
s_008um_00395_00121-1	lm994	lm994_MC0005	Ccn1	968.0	3160.0
s_008um_00398_00129-1	lm994	lm994_MC0005	Ccn1	1032.0	3184.0
s_008um_00407_00118-1	lm994	lm994_MC0005	Ccn1	944.0	3256.0
s_008um_00415_00121-1	lm994	lm994_MC0006	Ccn1	968.0	3320.0
s_008um_00415_00115-1	lm994	lm994_MC0006	Ccn1	920.0	3320.0
s_008um_00381_00116-1	lm994	lm994_MC0008	Ccn1	928.0	3048.0
s_008um_00418_00141-1	lm994	lm994_MC0004	Ccn1	1128.0	3344.0
s_008um_00390_00142-1	lm994	lm994_MC0005	Ccn1	1136.0	3120.0
s_008um_00398_00122-1	lm994	lm994_MC0005	Ccn1	976.0	3184.0
s_008um_00398_00110-1	lm994	lm994_MC0005	Ccn1	880.0	3184.0
s_008um_00388_00121-1	lm994	lm994_MC0008	Ccn1	968.0	3104.0
s_008um_00397_00138-1	lm994	lm994_MC0005	Ccn1	1104.0	3176.0
s_008um_00389_00123-1	lm994	lm994_MC0005	Ccn1	984.0	3112.0
s_008um_00388_00130-1	lm994	lm994_MC0005	Ccn1	1040.0	3104.0
s_008um_00404_00131-1	lm994	lm994_MC0005	Ccn1	1048.0	3232.0
s_008um_00386_00121-1	lm994	lm994_MC0008	Ccn1	968.0	3088.0
s_008um_00382_00122-1	lm994	lm994_MC0008	Ccn1	976.0	3056.0
s_008um_00389_00129-1	lm994	lm994_MC0005	Ccn1	1032.0	3112.0
s_008um_00414_00115-1	lm994	lm994_MC0006	Ccn1	920.0	3312.0
s_008um_00417_00123-1	lm994	lm994_MC0006	Ccn1	984.0	3336.0
s_008um_00402_00126-1	lm994	lm994_MC0005	Ccn1	1008.0	3216.0
s_008um_00397_00141-1	lm994	lm994_MC0005	Ccn1	1128.0	3176.0
s_008um_00387_00130-1	lm994	lm994_MC0005	Ccn1	1040.0	3096.0
s_008um_00404_00120-1	lm994	lm994_MC0005	Ccn1	960.0	3232.0
s_008um_00406_00140-1	lm994	lm994_MC0005	Ccn1	1120.0	3248.0
s_008um_00389_00113-1	lm994	lm994_MC0008	Ccn1	904.0	3112.0
s_008um_00387_00123-1	lm994	lm994_MC0005	Ccn1	984.0	3096.0
s_008um_00384_00115-1	lm994	lm994_MC0008	Ccn1	920.0	3072.0
s_008um_00429_00151-1	lm994	lm994_MC0004	Ccn1	1208.0	3432.0
s_008um_00402_00142-1	lm994	lm994_MC0005	Ccn1	1136.0	3216.0
s_008um_00416_00116-1	lm994	lm994_MC0006	Ccn1	928.0	3328.0
s_008um_00437_00144-1	lm994	lm994_MC0007	Ccn1	1152.0	3496.0
s_008um_00418_00118-1	lm994	lm994_MC0006	Ccn1	944.0	3344.0
s_008um_00393_00121-1	lm994	lm994_MC0005	Ccn1	968.0	3144.0
s_008um_00407_00119-1	lm994	lm994_MC0005	Ccn1	952.0	3256.0
s_008um_00402_00141-1	lm994	lm994_MC0005	Ccn1	1128.0	3216.0
s_008um_00407_00111-1	lm994	lm994_MC0005	Ccn1	888.0	3256.0
s_008um_00403_00141-1	lm994	lm994_MC0005	Ccn1	1128.0	3224.0
s_008um_00409_00112-1	lm994	lm994_MC0005	Ccn1	896.0	3272.0
s_008um_00408_00114-1	lm994	lm994_MC0005	Ccn1	912.0	3264.0
s_008um_00383_00111-1	lm994	lm994_MC0008	Ccn1	888.0	3064.0
s_008um_00420_00139-1	lm994	lm994_MC0004	Ccn1	1112.0	3360.0
s_008um_00386_00124-1	lm994	lm994_MC0005	Ccn1	992.0	3088.0
s_008um_00384_00126-1	lm994	lm994_MC0005	Ccn1	1008.0	3072.0
s_008um_00390_00129-1	lm994	lm994_MC0005	Ccn1	1032.0	3120.0
s_008um_00399_00121-1	lm994	lm994_MC0005	Ccn1	968.0	3192.0
s_008um_00411_00121-1	lm994	lm994_MC0006	Ccn1	968.0	3288.0
s_008um_00397_00124-1	lm994	lm994_MC0005	Ccn1	992.0	3176.0
s_008um_00402_00123-1	lm994	lm994_MC0005	Ccn1	984.0	3216.0
s_008um_00390_00112-1	lm994	lm994_MC0008	Ccn1	896.0	3120.0
s_008um_00382_00111-1	lm994	lm994_MC0008	Ccn1	888.0	3056.0
s_008um_00396_00119-1	lm994	lm994_MC0005	Ccn1	952.0	3168.0
s_008um_00413_00112-1	lm994	lm994_MC0006	Ccn1	896.0	3304.0
s_008um_00384_00111-1	lm994	lm994_MC0008	Ccn1	888.0	3072.0
s_008um_00383_00113-1	lm994	lm994_MC0008	Ccn1	904.0	3064.0
s_008um_00385_00133-1	lm994	lm994_MC0005	Ccn1	1064.0	3080.0
s_008um_00419_00122-1	lm994	lm994_MC0006	Ccn1	976.0	3352.0
s_008um_00396_00124-1	lm994	lm994_MC0005	Ccn1	992.0	3168.0
s_008um_00390_00114-1	lm994	lm994_MC0008	Ccn1	912.0	3120.0
s_008um_00401_00110-1	lm994	lm994_MC0005	Ccn1	880.0	3208.0
s_008um_00388_00123-1	lm994	lm994_MC0005	Ccn1	984.0	3104.0
s_008um_00402_00138-1	lm994	lm994_MC0005	Ccn1	1104.0	3216.0
