day	guide	inner_buffer	response	response_kind	target_cell_type	block_size	sample_1_patches	sample_2_patches	effect	ci_low	ci_high	permutation_p	replicate_direction_consistency	sample_effect_min	sample_effect_max	spatial_blocks	global_fdr	definitions	same_direction_fraction	min_effect	max_effect	ci_excludes_zero_fraction	placebo_fdr	max_abs_smd	passes_screen	passes_replicates	passes_ci	passes_sensitivity	passes_placebo	passes_balance	radius_eligible
7	sgGata3	40.0	fraction_NK	composition	NK	400.0	31	27	0.0064909966018031	0.0001419844793217	0.0144413385711799	0.071	1.0	0.003621743623351	0.0093602495802552	58	0.5067999999999999	9	1.0	0.0039062680244931	0.0077888016079141	0.1111111111111111	0.958	0.4263253831678431	False	True	True	True	True	False	False
