gene	target_cell_type	response	section	clones	raw_near_far_effect	raw_permutation_fdr	matched_near_far_effect	matched_permutation_fdr	paired_effects	same_direction_fraction	external_sign_fdr	lung_clones	subq_clones	lung_direction_consistency	subq_direction_consistency	raw_supported	matched_supported	boundary_robust	external_supported	direction_agrees_raw_matched	consensus_class	consensus_rank
Ccn1	Macrophage	cell_type_fraction	M002	5.0	0.0933972872940144	0.0748502994011976	0.0679786665432089	0.0874562718640679	5.0	1.0						True	True	True	False	True	Within-section triangulated candidate	3
